DATE,SITE,SP_CODE,COUNT,AREA,SCIENTIFIC_NAME
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-05-26,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-05-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-06-01,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,2,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-18,CARP,MAPY,0,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,7,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,12,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-07-21,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,20,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,2,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,7,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,8,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,9,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,6,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,11,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,2,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,15,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,28,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,15,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,7,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,5,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,13,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,5,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,4,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,7,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,7,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,7,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,9,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,25,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,20,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,30,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,3,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,8,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,5,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,2,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,5,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2011-07-19,NAPL,MAPY,0,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,24,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,16,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,12,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,47,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,76,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,68,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,15,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,27,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,5,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,11,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,37,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,50,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,36,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,25,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,22,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,21,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,16,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,13,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,15,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,24,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,10,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,26,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,12,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,14,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,15,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,26,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,26,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,19,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,30,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,15,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,28,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,25,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,38,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,17,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,25,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,20,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,24,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,8,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,12,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,11,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,29,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,27,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,38,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,69,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,0,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,3,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,3,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,8,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,3,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,2,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,1,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,4,20,Macrocystis pyrifera
2011-07-20,MOHK,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,11,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,0,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,10,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,10,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,12,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,11,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,7,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,5,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,6,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,8,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,4,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,3,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,1,20,Macrocystis pyrifera
2011-09-07,AQUE,MAPY,2,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-08-31,CARP,MAPY,0,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,26,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,23,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,56,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,29,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,27,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,5,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,79,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,44,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,36,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,44,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,20,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,17,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,14,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,15,20,Macrocystis pyrifera
2011-09-09,MOHK,MAPY,21,20,Macrocystis pyrifera
