DATE,SITE,SP_CODE,COUNT,SCIENTIFIC_NAME
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
6/11/09,NAPL,MAPY,0,Macrocystis pyrifera
7/15/09,AQUE,MAPY,30,Macrocystis pyrifera
7/15/09,AQUE,MAPY,27,Macrocystis pyrifera
7/15/09,AQUE,MAPY,8,Macrocystis pyrifera
7/15/09,AQUE,MAPY,32,Macrocystis pyrifera
7/15/09,AQUE,MAPY,0,Macrocystis pyrifera
7/15/09,AQUE,MAPY,29,Macrocystis pyrifera
7/15/09,AQUE,MAPY,29,Macrocystis pyrifera
7/15/09,AQUE,MAPY,36,Macrocystis pyrifera
7/15/09,AQUE,MAPY,64,Macrocystis pyrifera
7/15/09,AQUE,MAPY,3,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,3,Macrocystis pyrifera
7/15/09,AQUE,MAPY,3,Macrocystis pyrifera
7/15/09,AQUE,MAPY,6,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,3,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/15/09,AQUE,MAPY,1,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,2,Macrocystis pyrifera
7/15/09,AQUE,MAPY,3,Macrocystis pyrifera
7/15/09,AQUE,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,32,Macrocystis pyrifera
7/30/09,CARP,MAPY,17,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,6,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,10,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,15,Macrocystis pyrifera
7/30/09,CARP,MAPY,45,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,6,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,7,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,4,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,1,Macrocystis pyrifera
7/30/09,CARP,MAPY,3,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,2,Macrocystis pyrifera
7/30/09,CARP,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,47,Macrocystis pyrifera
7/23/09,MOHK,MAPY,29,Macrocystis pyrifera
7/23/09,MOHK,MAPY,9,Macrocystis pyrifera
7/23/09,MOHK,MAPY,42,Macrocystis pyrifera
7/23/09,MOHK,MAPY,47,Macrocystis pyrifera
7/23/09,MOHK,MAPY,24,Macrocystis pyrifera
7/23/09,MOHK,MAPY,25,Macrocystis pyrifera
7/23/09,MOHK,MAPY,21,Macrocystis pyrifera
7/23/09,MOHK,MAPY,21,Macrocystis pyrifera
7/23/09,MOHK,MAPY,64,Macrocystis pyrifera
7/23/09,MOHK,MAPY,22,Macrocystis pyrifera
7/23/09,MOHK,MAPY,12,Macrocystis pyrifera
7/23/09,MOHK,MAPY,25,Macrocystis pyrifera
7/23/09,MOHK,MAPY,14,Macrocystis pyrifera
7/23/09,MOHK,MAPY,12,Macrocystis pyrifera
7/23/09,MOHK,MAPY,24,Macrocystis pyrifera
7/23/09,MOHK,MAPY,16,Macrocystis pyrifera
7/23/09,MOHK,MAPY,30,Macrocystis pyrifera
7/23/09,MOHK,MAPY,17,Macrocystis pyrifera
7/23/09,MOHK,MAPY,8,Macrocystis pyrifera
7/23/09,MOHK,MAPY,16,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,20,Macrocystis pyrifera
7/23/09,MOHK,MAPY,12,Macrocystis pyrifera
7/23/09,MOHK,MAPY,16,Macrocystis pyrifera
7/23/09,MOHK,MAPY,7,Macrocystis pyrifera
7/23/09,MOHK,MAPY,6,Macrocystis pyrifera
7/23/09,MOHK,MAPY,22,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,7,Macrocystis pyrifera
7/23/09,MOHK,MAPY,24,Macrocystis pyrifera
7/23/09,MOHK,MAPY,8,Macrocystis pyrifera
7/23/09,MOHK,MAPY,16,Macrocystis pyrifera
7/23/09,MOHK,MAPY,6,Macrocystis pyrifera
7/23/09,MOHK,MAPY,15,Macrocystis pyrifera
7/23/09,MOHK,MAPY,11,Macrocystis pyrifera
7/23/09,MOHK,MAPY,32,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,16,Macrocystis pyrifera
7/23/09,MOHK,MAPY,42,Macrocystis pyrifera
7/23/09,MOHK,MAPY,13,Macrocystis pyrifera
7/23/09,MOHK,MAPY,60,Macrocystis pyrifera
7/23/09,MOHK,MAPY,37,Macrocystis pyrifera
7/23/09,MOHK,MAPY,17,Macrocystis pyrifera
7/23/09,MOHK,MAPY,9,Macrocystis pyrifera
7/23/09,MOHK,MAPY,26,Macrocystis pyrifera
7/23/09,MOHK,MAPY,15,Macrocystis pyrifera
7/23/09,MOHK,MAPY,26,Macrocystis pyrifera
7/23/09,MOHK,MAPY,10,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,7,Macrocystis pyrifera
7/23/09,MOHK,MAPY,8,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,14,Macrocystis pyrifera
7/23/09,MOHK,MAPY,14,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,7,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,9,Macrocystis pyrifera
7/23/09,MOHK,MAPY,3,Macrocystis pyrifera
7/23/09,MOHK,MAPY,14,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,2,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,1,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,4,Macrocystis pyrifera
7/23/09,MOHK,MAPY,6,Macrocystis pyrifera
7/23/09,MOHK,MAPY,6,Macrocystis pyrifera
7/23/09,MOHK,MAPY,9,Macrocystis pyrifera
7/23/09,MOHK,MAPY,18,Macrocystis pyrifera
7/23/09,MOHK,MAPY,5,Macrocystis pyrifera
7/22/09,NAPL,MAPY,1,Macrocystis pyrifera
7/22/09,NAPL,MAPY,5,Macrocystis pyrifera
7/22/09,NAPL,MAPY,3,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
7/22/09,NAPL,MAPY,0,Macrocystis pyrifera
8/30/09,AQUE,MAPY,67,Macrocystis pyrifera
8/30/09,AQUE,MAPY,18,Macrocystis pyrifera
8/30/09,AQUE,MAPY,48,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,26,Macrocystis pyrifera
8/30/09,AQUE,MAPY,33,Macrocystis pyrifera
8/30/09,AQUE,MAPY,32,Macrocystis pyrifera
8/30/09,AQUE,MAPY,0,Macrocystis pyrifera
8/30/09,AQUE,MAPY,6,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,6,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,10,Macrocystis pyrifera
8/30/09,AQUE,MAPY,5,Macrocystis pyrifera
8/30/09,AQUE,MAPY,4,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,6,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,17,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,5,Macrocystis pyrifera
8/30/09,AQUE,MAPY,4,Macrocystis pyrifera
8/30/09,AQUE,MAPY,4,Macrocystis pyrifera
8/30/09,AQUE,MAPY,6,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,4,Macrocystis pyrifera
8/30/09,AQUE,MAPY,5,Macrocystis pyrifera
8/30/09,AQUE,MAPY,8,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,15,Macrocystis pyrifera
8/30/09,AQUE,MAPY,3,Macrocystis pyrifera
8/30/09,AQUE,MAPY,5,Macrocystis pyrifera
8/30/09,AQUE,MAPY,12,Macrocystis pyrifera
8/30/09,AQUE,MAPY,2,Macrocystis pyrifera
8/30/09,AQUE,MAPY,7,Macrocystis pyrifera
8/30/09,AQUE,MAPY,8,Macrocystis pyrifera
8/30/09,AQUE,MAPY,6,Macrocystis pyrifera
8/30/09,AQUE,MAPY,3,Macrocystis pyrifera
8/30/09,AQUE,MAPY,1,Macrocystis pyrifera
8/27/09,NAPL,MAPY,2,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
8/27/09,NAPL,MAPY,0,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,4,Macrocystis pyrifera
9/4/09,CARP,MAPY,4,Macrocystis pyrifera
9/4/09,CARP,MAPY,4,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,5,Macrocystis pyrifera
9/4/09,CARP,MAPY,5,Macrocystis pyrifera
9/4/09,CARP,MAPY,11,Macrocystis pyrifera
9/4/09,CARP,MAPY,11,Macrocystis pyrifera
9/4/09,CARP,MAPY,10,Macrocystis pyrifera
9/4/09,CARP,MAPY,7,Macrocystis pyrifera
9/4/09,CARP,MAPY,6,Macrocystis pyrifera
9/4/09,CARP,MAPY,3,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,15,Macrocystis pyrifera
9/4/09,CARP,MAPY,50,Macrocystis pyrifera
9/4/09,CARP,MAPY,42,Macrocystis pyrifera
9/4/09,CARP,MAPY,6,Macrocystis pyrifera
9/4/09,CARP,MAPY,6,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
9/4/09,CARP,MAPY,3,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,2,Macrocystis pyrifera
9/4/09,CARP,MAPY,8,Macrocystis pyrifera
9/4/09,CARP,MAPY,1,Macrocystis pyrifera
